PART_name,Tier,Category,SSS Category,Resource-1,Resource-2,Resource-3,
bluedog_DeltaIV_heavyDecoupler,8,Coupling,construction,,,,"@PART[bluedog_DeltaIV_heavyDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_DeltaIV_noseCone,8,Aero,construction,,,,"@PART[bluedog_DeltaIV_noseCone]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_DeltaIV_smallInterstage,8,Coupling,construction,,,,"@PART[bluedog_DeltaIV_smallInterstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S1_AdvancedFin,8,Aero,construction,,,,"@PART[bluedog_Saturn_S1_AdvancedFin]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S1_EngineMount,8,Structural,construction,SolidFuel:0_2,,,"@PART[bluedog_Saturn_S1_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S1C_56mDecoupler,8,Coupling,construction,,,,"@PART[bluedog_Saturn_S1C_56mDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S1C_EngineMount,8,Structural,construction,SolidFuel:8,,,"@PART[bluedog_Saturn_S1C_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S1C_Fin,8,Aero,construction,SolidFuel:8,,,"@PART[bluedog_Saturn_S1C_Fin]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S1E_EngineMount,8,Structural,construction,,,,"@PART[bluedog_Saturn_S1E_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S2_5625mFairingBase,8,Payload,construction,SolidFuel:0_4,,,"@PART[bluedog_Saturn_S2_5625mFairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S2_EngineMount,8,Structural,construction,SolidFuel:0_6,,,"@PART[bluedog_Saturn_S2_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S2_EngineMount_7X,8,Structural,construction,,,,"@PART[bluedog_Saturn_S2_EngineMount_7X]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S2_Interstage,8,Coupling,construction,,,,"@PART[bluedog_Saturn_S2_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S2_Tankage,8,Propulsion,construction,,,,"@PART[bluedog_Saturn_S2_Tankage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4_EngineMount,8,Structural,construction,Ablator:30,,,"@PART[bluedog_Saturn_S4_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4_Interstage,8,Coupling,construction,,,,"@PART[bluedog_Saturn_S4_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_375mFairingBase,8,Payload,construction,,,,"@PART[bluedog_Saturn_S4B_375mFairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_EngineMount,8,Structural,construction,,,,"@PART[bluedog_Saturn_S4B_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_Interstage,8,Coupling,construction,,,,"@PART[bluedog_Saturn_S4B_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_SLA,8,Payload,construction,,,,"@PART[bluedog_Saturn_S4B_SLA]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_SLA_Full,8,Payload,construction,,,,"@PART[bluedog_Saturn_S4B_SLA_Full]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_SLA_SinglePanel,8,Payload,construction,,,,"@PART[bluedog_Saturn_S4B_SLA_SinglePanel]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_SLAbase,8,Payload,construction,,,,"@PART[bluedog_Saturn_S4B_SLAbase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4B_WideInterstage,8,Coupling,construction,,,,"@PART[bluedog_Saturn_S4B_WideInterstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Saturn_S4C_EngineMount,8,Structural,construction,,,,"@PART[bluedog_Saturn_S4C_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_CXA_APAS_A_L04F,9,Coupling,construction,,,,"@PART[bluedog_CXA_APAS_A_L04F]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction9

}"
bluedog_CXA_APAS_P,9,Coupling,construction,,,,"@PART[bluedog_CXA_APAS_P]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction9

}"
bluedog_ThorAble_Guidance,0,Pods,control,ElectricCharge:100,,,"@PART[bluedog_ThorAble_Guidance]:AFTER[Bluedog_DB] //
{
	@TechRequired = control0

}"
bluedog_Scout_Algol_Fin,1,Aero,control,,,,"@PART[bluedog_Scout_Algol_Fin]:AFTER[Bluedog_DB] //
{
	@TechRequired = control1

}"
bluedog_SpinDecoupler_p3125m,1,Control,control,Ablator:112_5,,,"@PART[bluedog_SpinDecoupler_p3125m]:AFTER[Bluedog_DB] //
{
	@TechRequired = control1

}"
bluedog_Spintable_0p625,1,Control,control,,,,"@PART[bluedog_Spintable_0p625]:AFTER[Bluedog_DB] //
{
	@TechRequired = control1

}"
bluedog_Spintable_0p9375,1,Control,control,SolidFuel:30,,,"@PART[bluedog_Spintable_0p9375]:AFTER[Bluedog_DB] //
{
	@TechRequired = control1

}"
bluedog_Juno1_Guidance,2,Pods,control,ElectricCharge:200,MonoPropellant:300,,"@PART[bluedog_Juno1_Guidance]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_POPPY2_RCS,2,Control,control,,,,"@PART[bluedog_POPPY2_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_POPPY2_RCS_Antenna,2,Control,control,,,,"@PART[bluedog_POPPY2_RCS_Antenna]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_Redstone_AirVane,2,Control,control,,,,"@PART[bluedog_Redstone_AirVane]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_Redstone_Fin_Basic,2,Aero,control,,,,"@PART[bluedog_Redstone_Fin_Basic]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_Redstone_Fin_CtrlSurf,2,Aero,control,ElectricCharge:300,,,"@PART[bluedog_Redstone_Fin_CtrlSurf]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_Redstone_Guidance,2,Pods,control,,,,"@PART[bluedog_Redstone_Guidance]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_Vanguard_S2_Guidance,2,Pods,control,MonoPropellant:300,,,"@PART[bluedog_Vanguard_S2_Guidance]:AFTER[Bluedog_DB] //
{
	@TechRequired = control2

}"
bluedog_Delta_Fin,3,Aero,control,ElectricCharge:75,MonoPropellant:15,,"@PART[bluedog_Delta_Fin]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_Jupiter_Guidance,3,Pods,control,SolidFuel:1,,,"@PART[bluedog_Jupiter_Guidance]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_Pioneer6_RCS,3,Control,control,,,,"@PART[bluedog_Pioneer6_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_Sparta_ControlJets,3,Control,control,ElectricCharge:450,,,"@PART[bluedog_Sparta_ControlJets]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_Sparta_Guidance,3,Pods,control,ElectricCharge:300,,,"@PART[bluedog_Sparta_Guidance]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_Thor_CZFin,3,Aero,control,ElectricCharge:50,,,"@PART[bluedog_Thor_CZFin]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_YoYoDespin,3,Control,control,,,,"@PART[bluedog_YoYoDespin]:AFTER[Bluedog_DB] //
{
	@TechRequired = control3

}"
bluedog_Agena_Avionics,4,Pods,control,MonoPropellant:30,,,"@PART[bluedog_Agena_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_Atlas2_RollControlSystem,4,Control,control,,,,"@PART[bluedog_Atlas2_RollControlSystem]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_Minotaur_GCA,4,Control,control,,,,"@PART[bluedog_Minotaur_GCA]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_OSO_Arm,4,Control,control,,,,"@PART[bluedog_OSO_Arm]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_Peacekeeper_PostBoostVehicle,4,Propulsion,control,,,,"@PART[bluedog_Peacekeeper_PostBoostVehicle]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_1Way_Double,4,Control,control,,,,"@PART[bluedog_ProbeRCS_1Way_Double]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_1Way_Radial,4,Control,control,ElectricCharge:300,,,"@PART[bluedog_ProbeRCS_1Way_Radial]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_1Way_Vertical,4,Control,control,,,,"@PART[bluedog_ProbeRCS_1Way_Vertical]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_2Way_45Degree,4,Control,control,ElectricCharge:100,MonoPropellant:30,,"@PART[bluedog_ProbeRCS_2Way_45Degree]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_2Way_Vertical,4,Control,control,,,,"@PART[bluedog_ProbeRCS_2Way_Vertical]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_3Way_45Degree,4,Control,control,ElectricCharge:50,,,"@PART[bluedog_ProbeRCS_3Way_45Degree]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_3Way_Normal,4,Control,control,,,,"@PART[bluedog_ProbeRCS_3Way_Normal]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_3Way_Radial,4,Control,control,,,,"@PART[bluedog_ProbeRCS_3Way_Radial]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_4Way_45Degree,4,Control,control,ElectricCharge:200,,,"@PART[bluedog_ProbeRCS_4Way_45Degree]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_ProbeRCS_4Way_Normal,4,Control,control,,,,"@PART[bluedog_ProbeRCS_4Way_Normal]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_probeRCSblock,4,Control,control,,,,"@PART[bluedog_probeRCSblock]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_probeRCSblockE,4,Control,control,,,,"@PART[bluedog_probeRCSblockE]:AFTER[Bluedog_DB] //
{
	@TechRequired = control4

}"
bluedog_Athena_OAM,5,Propulsion,control,,,,"@PART[bluedog_Athena_OAM]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_CentaurD_Avionics,5,Pods,control,,,,"@PART[bluedog_CentaurD_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Clementine_LowerRCS,5,Control,control,SolidFuel:15,,,"@PART[bluedog_Clementine_LowerRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Clementine_StarTracker,5,Control,control,ElectricCharge:200,,,"@PART[bluedog_Clementine_StarTracker]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Clementine_UpperRCS,5,Control,control,ElectricCharge:300,,,"@PART[bluedog_Clementine_UpperRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Delta_Avionics,5,Pods,control,,,,"@PART[bluedog_Delta_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_HOSS_Avionics,5,Pods,control,ElectricCharge:150,MonoPropellant:30,,"@PART[bluedog_HOSS_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Mercury_Airbrake,5,Aero,control,SolidFuel:2,,,"@PART[bluedog_Mercury_Airbrake]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Mercury_ParachuteRCS,5,Control,control,,,,"@PART[bluedog_Mercury_ParachuteRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_mercuryRCS,5,none,control,,,,"@PART[bluedog_mercuryRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_OAO_balanceBoom,5,Control,control,ElectricCharge:60,MonoPropellant:20,,"@PART[bluedog_OAO_balanceBoom]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_OAO_starTracker,5,Control,control,,,,"@PART[bluedog_OAO_starTracker]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_OGO_RCS,5,Control,control,,,,"@PART[bluedog_OGO_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Titan23G_ACS,5,Control,control,Ablator:288,,,"@PART[bluedog_Titan23G_ACS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Transit5_GravityGradientBoom,5,Control,control,,,,"@PART[bluedog_Transit5_GravityGradientBoom]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_Transit5_GravityGradientBoom_Light,5,Control,control,ElectricCharge:100,,,"@PART[bluedog_Transit5_GravityGradientBoom_Light]:AFTER[Bluedog_DB] //
{
	@TechRequired = control5

}"
bluedog_ATDA_RCS,6,Control,control,,,,"@PART[bluedog_ATDA_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_HorizonScanners,6,Control,control,,,,"@PART[bluedog_Gemini_HorizonScanners]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_OAMSThruster,6,Propulsion,control,ElectricCharge:80,MonoPropellant:10,,"@PART[bluedog_Gemini_OAMSThruster]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_RCS_A,6,none,control,,,,"@PART[bluedog_Gemini_RCS_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_RCS_B,6,none,control,,,,"@PART[bluedog_Gemini_RCS_B]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_ReentryRCS,6,Control,control,,,,"@PART[bluedog_Gemini_ReentryRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_RotationRCS,6,Control,control,,,,"@PART[bluedog_Gemini_RotationRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Gemini_TranslationRCS,6,Control,control,ElectricCharge:300,,,"@PART[bluedog_Gemini_TranslationRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Keyhole_OCV_KH7,6,Propulsion,control,,,,"@PART[bluedog_Keyhole_OCV_KH7]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_LDC_S2_Avionics,6,Pods,control,SolidFuel:0_1,,,"@PART[bluedog_LDC_S2_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Titan_Transtage_RCS_A,6,Control,control,Ablator:800,,,"@PART[bluedog_Titan_Transtage_RCS_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Titan_Transtage_RCS_B,6,Control,control,,,,"@PART[bluedog_Titan_Transtage_RCS_B]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Titan_Transtage_RCS_C,6,Control,control,,,,"@PART[bluedog_Titan_Transtage_RCS_C]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Titan_Transtage_RCS_D,6,Control,control,,,,"@PART[bluedog_Titan_Transtage_RCS_D]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Titan_Transtage_RCS_E,6,Control,control,,,,"@PART[bluedog_Titan_Transtage_RCS_E]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_Titan3_AvionicsTruss,6,Pods,control,Ablator:290,,,"@PART[bluedog_Titan3_AvionicsTruss]:AFTER[Bluedog_DB] //
{
	@TechRequired = control6

}"
bluedog_CentaurT_Avionics,7,Pods,control,SolidFuel:10,,,"@PART[bluedog_CentaurT_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_ERCS_1Way,7,Control,control,,,,"@PART[bluedog_ERCS_1Way]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_ERCS_2Way,7,Control,control,,,,"@PART[bluedog_ERCS_2Way]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_ERCS_3Way,7,Control,control,,,,"@PART[bluedog_ERCS_3Way]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_Gemini_Structure_A,7,none,control,,,,"@PART[bluedog_Gemini_Structure_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_GeminiFerry_RCS,7,Control,control,,,,"@PART[bluedog_GeminiFerry_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_GeminiFerry_RCS_45deg,7,Control,control,ElectricCharge:300,MonoPropellant:500,,"@PART[bluedog_GeminiFerry_RCS_45deg]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_Hexagon_LifeboatRCS,7,Control,control,,,,"@PART[bluedog_Hexagon_LifeboatRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_Hexagon_MainRCS,7,Control,control,,,,"@PART[bluedog_Hexagon_MainRCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_IUS_Avionics,7,Control,control,,,,"@PART[bluedog_IUS_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_mariner10_starTracker,7,Control,control,,,,"@PART[bluedog_mariner10_starTracker]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_MOL_ControlSegment,7,Pods,control,,,,"@PART[bluedog_MOL_ControlSegment]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_MOL_RCS,7,Control,control,,,,"@PART[bluedog_MOL_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_MOL_RCS_Alt1,7,Control,control,,,,"@PART[bluedog_MOL_RCS_Alt1]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_MOL_RCS_Alt2,7,Control,control,,,,"@PART[bluedog_MOL_RCS_Alt2]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_MOL_RCS_Alt3,7,Control,control,ElectricCharge:50,,,"@PART[bluedog_MOL_RCS_Alt3]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_Strawman_Bus,7,Payload,control,,,,"@PART[bluedog_Strawman_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_TOS_Avionics,7,Control,control,,,,"@PART[bluedog_TOS_Avionics]:AFTER[Bluedog_DB] //
{
	@TechRequired = control7

}"
bluedog_Apollo_AARDV_Control,8,Pods,control,,,,"@PART[bluedog_Apollo_AARDV_Control]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Apollo_Block2_RCSlinear,8,Control,control,Ablator:112_5,,,"@PART[bluedog_Apollo_Block2_RCSlinear]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Apollo_Block2_RCSlinearSingle,8,Control,control,SolidFuel:10,,,"@PART[bluedog_Apollo_Block2_RCSlinearSingle]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Apollo_Block2_RCSquad,8,Control,control,ElectricCharge:50,MonoPropellant:10,,"@PART[bluedog_Apollo_Block2_RCSquad]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Saturn_S1_LargeFin,8,Aero,control,,,,"@PART[bluedog_Saturn_S1_LargeFin]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Saturn_S1_SmallFin,8,Aero,control,MonoPropellant:80,,,"@PART[bluedog_Saturn_S1_SmallFin]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Saturn_S4_InstrumentUnit,8,Pods,control,,,,"@PART[bluedog_Saturn_S4_InstrumentUnit]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Saturn_S4B_APS,8,Control,control,,,,"@PART[bluedog_Saturn_S4B_APS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Saturn_S4B_InstrumentUnit,8,Pods,control,,,,"@PART[bluedog_Saturn_S4B_InstrumentUnit]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Skylab_RCS,8,Control,control,,,,"@PART[bluedog_Skylab_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = control8

}"
bluedog_Agena_RetroThrustModule,4,Engine,hypergol,MonoPropellant:75,,,"@PART[bluedog_Agena_RetroThrustModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_CentaurD_RL10,5,Engine,cryo,,,,"@PART[bluedog_CentaurD_RL10]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo5

}"
bluedog_LR87_LH2_SL,5,Engine,cryo,,,,"@PART[bluedog_LR87_LH2_SL]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo5

}"
bluedog_LR87_LH2_V,5,Engine,cryo,XenonGas:625,,,"@PART[bluedog_LR87_LH2_V]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo5

}"
bluedog_CentaurD_RL10A4N,7,Engine,cryo,,,,"@PART[bluedog_CentaurD_RL10A4N]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo7

}"
bluedog_CentaurD_RL10B2,8,Engine,cryo,,,,"@PART[bluedog_CentaurD_RL10B2]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo8

}"
bluedog_DeltaIV_RS68,8,Propulsion,cryo,,,,"@PART[bluedog_DeltaIV_RS68]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo8

}"
bluedog_Saturn_Engine_J2,8,Propulsion,cryo,,,,"@PART[bluedog_Saturn_Engine_J2]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo8

}"
bluedog_Saturn_Engine_J2S,8,Propulsion,cryo,,,,"@PART[bluedog_Saturn_Engine_J2S]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo8

}"
bluedog_M1,9,Propulsion,cryo,,,,"@PART[bluedog_M1]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_RL20_SL,9,Propulsion,cryo,,,,"@PART[bluedog_RL20_SL]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_RL20_Vac,9,Propulsion,cryo,,,,"@PART[bluedog_RL20_Vac]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_RS30,9,Engine,cryo,,,,"@PART[bluedog_RS30]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_Saturn_Engine_J2SL,9,Propulsion,cryo,,,,"@PART[bluedog_Saturn_Engine_J2SL]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_Saturn_Engine_J2T,9,Propulsion,cryo,,,,"@PART[bluedog_Saturn_Engine_J2T]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_Saturn_Engine_J2X,9,Propulsion,cryo,,,,"@PART[bluedog_Saturn_Engine_J2X]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_XLR129,9,Propulsion,cryo,,,,"@PART[bluedog_XLR129]:AFTER[Bluedog_DB] //
{
	@TechRequired = cryo9

}"
bluedog_upgrade_logo,0,none,debug,XenonGas:25,,,"@PART[bluedog_upgrade_logo]:AFTER[Bluedog_DB] //
{
	@TechRequired = debug0

}"
bluedog_Ranger_Battery,3,Electrical,electrics,,,,"@PART[bluedog_Ranger_Battery]:AFTER[Bluedog_DB] //
{
	@TechRequired = electrics3

}"
bluedog_ATDA_Battery,6,Electrical,electrics,XenonGas:315,,,"@PART[bluedog_ATDA_Battery]:AFTER[Bluedog_DB] //
{
	@TechRequired = electrics6

}"
bluedog_GATV_AcquisitionLight,6,Utility,electrics,XenonGas:75,,,"@PART[bluedog_GATV_AcquisitionLight]:AFTER[Bluedog_DB] //
{
	@TechRequired = electrics6

}"
bluedog_GATV_RunningLight,6,Utility,electrics,,,,"@PART[bluedog_GATV_RunningLight]:AFTER[Bluedog_DB] //
{
	@TechRequired = electrics6

}"
bluedog_Apollo_Block2_DockingLight,8,Utility,electrics,ElectricCharge:80,MonoPropellant:2,,"@PART[bluedog_Apollo_Block2_DockingLight]:AFTER[Bluedog_DB] //
{
	@TechRequired = electrics8

}"
bluedog_Apollo_Block2_DockingLight2,8,Utility,electrics,,,,"@PART[bluedog_Apollo_Block2_DockingLight2]:AFTER[Bluedog_DB] //
{
	@TechRequired = electrics8

}"
bluedog_Able_Engine,2,Engine,hypergol,SolidFuel:2_5,,,"@PART[bluedog_Able_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol2

}"
bluedog_Ablestar_Engine,3,Engine,hypergol,,,,"@PART[bluedog_Ablestar_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol3

}"
bluedog_Juno4_Engine_45K,3,Engine,hypergol,,,,"@PART[bluedog_Juno4_Engine_45K]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol3

}"
bluedog_Juno4_Engine_6K,3,Engine,hypergol,ElectricCharge:15,,,"@PART[bluedog_Juno4_Engine_6K]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol3

}"
bluedog_Pioneer6_MidcourseEngine,3,Propulsion,hypergol,ElectricCharge:15,,,"@PART[bluedog_Pioneer6_MidcourseEngine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol3

}"
bluedog_PioneerAble_Engine,3,Propulsion,hypergol,ElectricCharge:120,,,"@PART[bluedog_PioneerAble_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol3

}"
bluedog_Agena_Engine_XLR81,4,Propulsion,hypergol,,,,"@PART[bluedog_Agena_Engine_XLR81]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_AJ10_118F,4,Engine,hypergol,ElectricCharge:50,,,"@PART[bluedog_AJ10_118F]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_HAPS_HAPS,4,Propulsion,hypergol,,,,"@PART[bluedog_HAPS_HAPS]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_LR87_3,4,Engine,hypergol,ElectricCharge:10,,,"@PART[bluedog_LR87_3]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
