PART.name,SSS Category,Tier,Mod,Result,Category,
LiquidEngineRV-1,kerolox,3,SquadExpansion,"@PART[LiquidEngineRV-1]:AFTER[SquadExpansion] //
{
	@TechRequired = kerolox3
}",Engine,
LiquidEngineKE-1,kerolox,8,SquadExpansion,"@PART[LiquidEngineKE-1]:AFTER[SquadExpansion] //
{
	@TechRequired = kerolox8
}",Engine,
HeatShield1p5,landing,5,SquadExpansion,"@PART[HeatShield1p5]:AFTER[SquadExpansion] //
{
	@TechRequired = landing5
}",Thermal,
MEMLander,landing,8,SquadExpansion,"@PART[MEMLander]:AFTER[SquadExpansion] //
{
	@TechRequired = landing8
}",Pods,
Size1to0ServiceModule,logistics,6,SquadExpansion,"@PART[Size1to0ServiceModule]:AFTER[SquadExpansion] //
{
	@TechRequired = logistics6
}",Payload,
ServiceModule18,logistics,7,SquadExpansion,"@PART[ServiceModule18]:AFTER[SquadExpansion] //
{
	@TechRequired = logistics7
}",Payload,
ServiceModule25,logistics,9,SquadExpansion,"@PART[ServiceModule25]:AFTER[SquadExpansion] //
{
	@TechRequired = logistics9
}",Payload,
DeployedRTG,reactors,8,SquadExpansion,"@PART[DeployedRTG]:AFTER[SquadExpansion] //
{
	@TechRequired = reactors8
}",Cargo,
hinge.01,robotics,6,SquadExpansion,"@PART[hinge.01]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics6
}",Robotics,
piston.01,robotics,6,SquadExpansion,"@PART[piston.01]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics6
}",Robotics,
rotor.01,robotics,6,SquadExpansion,"@PART[rotor.01]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics6
}",Robotics,
rotoServo.00,robotics,6,SquadExpansion,"@PART[rotoServo.00]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics6
}",Robotics,
hinge.01.s,robotics,7,SquadExpansion,"@PART[hinge.01.s]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics7
}",Robotics,
piston.02,robotics,7,SquadExpansion,"@PART[piston.02]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics7
}",Robotics,
rotor.01s,robotics,7,SquadExpansion,"@PART[rotor.01s]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics7
}",Robotics,
rotor.02,robotics,7,SquadExpansion,"@PART[rotor.02]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics7
}",Robotics,
rotoServo.02,robotics,7,SquadExpansion,"@PART[rotoServo.02]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics7
}",Robotics,
roverWheelM1-F,robotics,8,SquadExpansion,"@PART[roverWheelM1-F]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics8
}",Ground,
hinge.03,robotics,8,SquadExpansion,"@PART[hinge.03]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics8
}",Robotics,
piston.03,robotics,8,SquadExpansion,"@PART[piston.03]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics8
}",Robotics,
rotor.02s,robotics,8,SquadExpansion,"@PART[rotor.02s]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics8
}",Robotics,
rotoServo.03,robotics,8,SquadExpansion,"@PART[rotoServo.03]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics8
}",Robotics,
controller1000,robotics,8,SquadExpansion,"@PART[controller1000]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics8
}",Robotics,
hinge.03.s,robotics,9,SquadExpansion,"@PART[hinge.03.s]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics9
}",Robotics,
piston.04,robotics,9,SquadExpansion,"@PART[piston.04]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics9
}",Robotics,
rotor.03,robotics,9,SquadExpansion,"@PART[rotor.03]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics9
}",Robotics,
rotoServo.04,robotics,9,SquadExpansion,"@PART[rotoServo.04]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics9
}",Robotics,
hinge.04,robotics,10,SquadExpansion,"@PART[hinge.04]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics10
}",Robotics,
rotor.03s,robotics,10,SquadExpansion,"@PART[rotor.03s]:AFTER[SquadExpansion] //
{
	@TechRequired = robotics10
}",Robotics,
RobotArmScanner.S1,science,7,SquadExpansion,"@PART[RobotArmScanner.S1]:AFTER[SquadExpansion] //
{
	@TechRequired = science7
}",Science,
DeployedCentralStation,science,8,SquadExpansion,"@PART[DeployedCentralStation]:AFTER[SquadExpansion] //
{
	@TechRequired = science8
}",Cargo,
DeployedGoExOb,science,8,SquadExpansion,"@PART[DeployedGoExOb]:AFTER[SquadExpansion] //
{
	@TechRequired = science8
}",Cargo,
DeployedIONExp,science,8,SquadExpansion,"@PART[DeployedIONExp]:AFTER[SquadExpansion] //
{
	@TechRequired = science8
}",Cargo,
DeployedSeismicSensor,science,8,SquadExpansion,"@PART[DeployedSeismicSensor]:AFTER[SquadExpansion] //
{
	@TechRequired = science8
}",Cargo,
RobotArmScanner.S2,science,8,SquadExpansion,"@PART[RobotArmScanner.S2]:AFTER[SquadExpansion] //
{
	@TechRequired = science8
}",Science,
DeployedWeatherStn,science,9,SquadExpansion,"@PART[DeployedWeatherStn]:AFTER[SquadExpansion] //
{
	@TechRequired = science9
}",Cargo,
RobotArmScanner.S3,science,9,SquadExpansion,"@PART[RobotArmScanner.S3]:AFTER[SquadExpansion] //
{
	@TechRequired = science9
}",Science,
DeployedSolarPanel,solar,8,SquadExpansion,"@PART[DeployedSolarPanel]:AFTER[SquadExpansion] //
{
	@TechRequired = solar8
}",Cargo,
Pollux,solids,8,SquadExpansion,"@PART[Pollux]:AFTER[SquadExpansion] //
{
	@TechRequired = solids8
}",Engine,
monopropMiniSphere,tanks,2,SquadExpansion,"@PART[monopropMiniSphere]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks2
}",Propulsion,
Size1p5.Size0.Adapter.01,tanks,4,SquadExpansion,"@PART[Size1p5.Size0.Adapter.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks4
}",FuelTank,
Size1p5.Size1.Adapter.01,tanks,4,SquadExpansion,"@PART[Size1p5.Size1.Adapter.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks4
}",FuelTank,
Size1p5.Size1.Adapter.02,tanks,4,SquadExpansion,"@PART[Size1p5.Size1.Adapter.02]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks4
}",FuelTank,
Size1p5.Tank.04,tanks,4,SquadExpansion,"@PART[Size1p5.Tank.04]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks4
}",FuelTank,
Size1p5.Tank.05,tanks,4,SquadExpansion,"@PART[Size1p5.Tank.05]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks4
}",FuelTank,
Size1p5.Size2.Adapter.01,tanks,5,SquadExpansion,"@PART[Size1p5.Size2.Adapter.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks5
}",FuelTank,
Size1p5.Tank.01,tanks,5,SquadExpansion,"@PART[Size1p5.Tank.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks5
}",FuelTank,
Size1p5.Tank.02,tanks,5,SquadExpansion,"@PART[Size1p5.Tank.02]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks5
}",FuelTank,
Size1p5.Tank.03,tanks,5,SquadExpansion,"@PART[Size1p5.Tank.03]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks5
}",FuelTank,
Size1p5.Monoprop,tanks,6,SquadExpansion,"@PART[Size1p5.Monoprop]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks6
}",FuelTank,
Size3.Size4.Adapter.01,tanks,8,SquadExpansion,"@PART[Size3.Size4.Adapter.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks8
}",FuelTank,
Size4.EngineAdapter.01,tanks,8,SquadExpansion,"@PART[Size4.EngineAdapter.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks8
}",FuelTank,
Size4.Tank.01,tanks,8,SquadExpansion,"@PART[Size4.Tank.01]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks8
}",FuelTank,
Size4.Tank.02,tanks,8,SquadExpansion,"@PART[Size4.Tank.02]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks8
}",FuelTank,
Size4.Tank.03,tanks,8,SquadExpansion,"@PART[Size4.Tank.03]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks8
}",FuelTank,
Size4.Tank.04,tanks,8,SquadExpansion,"@PART[Size4.Tank.04]:AFTER[SquadExpansion] //
{
	@TechRequired = tanks8
}",FuelTank,
restock-engine-les-2,capsules,5,RestockPlus,"@PART[restock-engine-les-2]:AFTER[RestockPlus] //
{
	@TechRequired = capsules5
}",Utility,
restock-pod-sphere-1,capsules,5,RestockPlus,"@PART[restock-pod-sphere-1]:AFTER[RestockPlus] //
{
	@TechRequired = capsules5
}",none,
restock-pod-sphere-2,capsules,6,RestockPlus,"@PART[restock-pod-sphere-2]:AFTER[RestockPlus] //
{
	@TechRequired = capsules6
}",none,
restock-mk2-pod,capsules,6,RestockPlus,"@PART[restock-mk2-pod]:AFTER[RestockPlus] //
{
	@TechRequired = capsules6
}",none,
restock-pod-sphere-3,capsules,7,RestockPlus,"@PART[restock-pod-sphere-3]:AFTER[RestockPlus] //
{
	@TechRequired = capsules7
}",none,
restock-antenna-stack-2,comms,3,RestockPlus,"@PART[restock-antenna-stack-2]:AFTER[RestockPlus] //
{
	@TechRequired = comms3
}",Communication,
restock-antenna-stack-3,comms,5,RestockPlus,"@PART[restock-antenna-stack-3]:AFTER[RestockPlus] //
{
	@TechRequired = comms5
}",Communication,
restock-relay-radial-2.v2,comms,5,RestockPlus,"@PART[restock-relay-radial-2.v2]:AFTER[RestockPlus] //
{
	@TechRequired = comms5
}",Communication,
restock-relay-radial-2,comms,5,RestockPlus,"@PART[restock-relay-radial-2]:AFTER[RestockPlus] //
{
	@TechRequired = comms5
}",none,
restock-nosecone-0625-1,construction,1,RestockPlus,"@PART[restock-nosecone-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction1
}",Aero,
restock-fairing-base-0625-1,construction,1,RestockPlus,"@PART[restock-fairing-base-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction1
}",Payload,
restock-engineplate-125-1,construction,2,RestockPlus,"@PART[restock-engineplate-125-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction2
}",Coupling,
restock-decoupler-radial-tiny-1,construction,2,RestockPlus,"@PART[restock-decoupler-radial-tiny-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction2
}",Coupling,
restock-node-625-1,construction,2,RestockPlus,"@PART[restock-node-625-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction2
}",Structural,
restock-truss-adapter-0625-1,construction,2,RestockPlus,"@PART[restock-truss-adapter-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction2
}",Structural,
restock-structural-tube-125-1,construction,3,RestockPlus,"@PART[restock-structural-tube-125-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction3
}",none,
restock-nosecone-1875-1,construction,4,RestockPlus,"@PART[restock-nosecone-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-nosecone-1875-2,construction,4,RestockPlus,"@PART[restock-nosecone-1875-2]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-decoupler-1875-1,construction,4,RestockPlus,"@PART[restock-decoupler-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-decoupler-1875-truss-1,construction,4,RestockPlus,"@PART[restock-decoupler-1875-truss-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-engineplate-1875-1,construction,4,RestockPlus,"@PART[restock-engineplate-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-separator-1875-1,construction,4,RestockPlus,"@PART[restock-separator-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-fairing-base-1875-1,construction,4,RestockPlus,"@PART[restock-fairing-base-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-structural-tube-1875-1,construction,4,RestockPlus,"@PART[restock-structural-tube-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",none,
restock-adapter-1875-125-1,construction,4,RestockPlus,"@PART[restock-adapter-1875-125-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",Structural,
restock-node-1875-1,construction,4,RestockPlus,"@PART[restock-node-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction4
}",Structural,
restock-engineplate-25-1,construction,5,RestockPlus,"@PART[restock-engineplate-25-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction5
}",none,
restock-structural-tube-25-1,construction,5,RestockPlus,"@PART[restock-structural-tube-25-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction5
}",none,
restock-service-bay-1875-1,construction,5,RestockPlus,"@PART[restock-service-bay-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction5
}",Payload,
restock-adapter-1875-25-1,construction,5,RestockPlus,"@PART[restock-adapter-1875-25-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction5
}",Structural,
restock-truss-3,construction,6,RestockPlus,"@PART[restock-truss-3]:AFTER[RestockPlus] //
{
	@TechRequired = construction6
}",Structural,
restock-truss-hub-1,construction,6,RestockPlus,"@PART[restock-truss-hub-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction6
}",Structural,
restock-engineplate-375-1,construction,7,RestockPlus,"@PART[restock-engineplate-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction7
}",none,
restock-structural-tube-375-1,construction,7,RestockPlus,"@PART[restock-structural-tube-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction7
}",none,
restock-adapter-hollow-25-375-1,construction,7,RestockPlus,"@PART[restock-adapter-hollow-25-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction7
}",Structural,
restock-adapter-skeletal-25-375-1,construction,7,RestockPlus,"@PART[restock-adapter-skeletal-25-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction7
}",Structural,
restock-nosecone-5-1,construction,8,RestockPlus,"@PART[restock-nosecone-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction8
}",none,
restock-decoupler-5-1,construction,8,RestockPlus,"@PART[restock-decoupler-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction8
}",none,
restock-engineplate-5-1,construction,8,RestockPlus,"@PART[restock-engineplate-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction8
}",none,
restock-separator-5-1,construction,8,RestockPlus,"@PART[restock-separator-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction8
}",none,
restock-fairing-base-5-1,construction,8,RestockPlus,"@PART[restock-fairing-base-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction8
}",none,
restock-structural-tube-5-1,construction,8,RestockPlus,"@PART[restock-structural-tube-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = construction8
}",none,
restock-drone-core-0625-1,control,0,RestockPlus,"@PART[restock-drone-core-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = control0
}",Pods,
restock-reactionwheel-radial-1,control,3,RestockPlus,"@PART[restock-reactionwheel-radial-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",Control,
restock-rcs-block-multi-mini-2,control,3,RestockPlus,"@PART[restock-rcs-block-multi-mini-2]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",Control,
restock-rcs-block-dual-mini-1,control,3,RestockPlus,"@PART[restock-rcs-block-dual-mini-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",none,
restock-rcs-block-quad-angled-mini-1,control,3,RestockPlus,"@PART[restock-rcs-block-quad-angled-mini-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",none,
restock-rcs-block-quad-mini-1,control,3,RestockPlus,"@PART[restock-rcs-block-quad-mini-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",none,
restock-rcs-block-qunit-mini-1,control,3,RestockPlus,"@PART[restock-rcs-block-qunit-mini-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",none,
restock-rcs-block-triple-angled-mini-1,control,3,RestockPlus,"@PART[restock-rcs-block-triple-angled-mini-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",none,
restock-rcs-single-mini-1,control,3,RestockPlus,"@PART[restock-rcs-single-mini-1]:AFTER[RestockPlus] //
{
	@TechRequired = control3
}",none,
restock-drone-core-1875-1,control,4,RestockPlus,"@PART[restock-drone-core-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = control4
}",Pods,
restock-reactionwheel-1875-1,control,5,RestockPlus,"@PART[restock-reactionwheel-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = control5
}",Control,
restock-rcs-block-multi-2,control,5,RestockPlus,"@PART[restock-rcs-block-multi-2]:AFTER[RestockPlus] //
{
	@TechRequired = control5
}",Control,
restock-rcs-block-dual-1,control,5,RestockPlus,"@PART[restock-rcs-block-dual-1]:AFTER[RestockPlus] //
{
	@TechRequired = control5
}",none,
restock-rcs-block-quad-angled-1,control,5,RestockPlus,"@PART[restock-rcs-block-quad-angled-1]:AFTER[RestockPlus] //
{
	@TechRequired = control5
}",none,
restock-rcs-block-quint-1,control,5,RestockPlus,"@PART[restock-rcs-block-quint-1]:AFTER[RestockPlus] //
{
	@TechRequired = control5
}",none,
restock-rcs-block-triple-angled-1,control,5,RestockPlus,"@PART[restock-rcs-block-triple-angled-1]:AFTER[RestockPlus] //
{
	@TechRequired = control5
}",none,
restock-drone-core-375-1,control,7,RestockPlus,"@PART[restock-drone-core-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = control7
}",Pods,
restock-engine-375-corgi,cryo,10,RestockPlus,"@PART[restock-engine-375-corgi]:AFTER[RestockPlus] //
{
	@TechRequired = cryo10
}",Engine,
restock-engine-caravel-1,cryo,10,RestockPlus,"@PART[restock-engine-caravel-1]:AFTER[RestockPlus] //
{
	@TechRequired = cryo10
}",none,
restock-apu-radial-1,electrics,5,RestockPlus,"@PART[restock-apu-radial-1]:AFTER[RestockPlus] //
{
	@TechRequired = electrics5
}",Electrical,
restock-battery-1875-1,electrics,7,RestockPlus,"@PART[restock-battery-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = electrics7
}",Electrical,
restock-battery-375-1,electrics,9,RestockPlus,"@PART[restock-battery-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = electrics9
}",Electrical,
restock-engine-125-pug,hypergol,2,RestockPlus,"@PART[restock-engine-125-pug]:AFTER[RestockPlus] //
{
	@TechRequired = hypergol2
}",Engine,
restock-engine-galleon-1,hypergol,6,RestockPlus,"@PART[restock-engine-galleon-1]:AFTER[RestockPlus] //
{
	@TechRequired = hypergol6
}",none,
restock-engine-schnauzer-1,hypergol,6,RestockPlus,"@PART[restock-engine-schnauzer-1]:AFTER[RestockPlus] //
{
	@TechRequired = hypergol6
}",none,
restock-claw-625-1,isru,9,RestockPlus,"@PART[restock-claw-625-1]:AFTER[RestockPlus] //
{
	@TechRequired = isru9
}",none,
restock-engine-torch,kerolox,1,RestockPlus,"@PART[restock-engine-torch]:AFTER[RestockPlus] //
{
	@TechRequired = kerolox1
}",Engine,
restock-engine-125-valiant,kerolox,1,RestockPlus,"@PART[restock-engine-125-valiant]:AFTER[RestockPlus] //
{
	@TechRequired = kerolox1
}",Engine,
restock-engine-ursa-1,kerolox,2,RestockPlus,"@PART[restock-engine-ursa-1]:AFTER[RestockPlus] //
{
	@TechRequired = kerolox2
}",none,
restock-engine-panda-1,kerolox,3,RestockPlus,"@PART[restock-engine-panda-1]:AFTER[RestockPlus] //
{
	@TechRequired = kerolox3
}",none,
restock-engine-boar,kerolox,7,RestockPlus,"@PART[restock-engine-boar]:AFTER[RestockPlus] //
{
	@TechRequired = kerolox7
}",Engine,
restock-ladder-static-2,landing,2,RestockPlus,"@PART[restock-ladder-static-2]:AFTER[RestockPlus] //
{
	@TechRequired = landing2
}",Utility,
restock-ladder-static-3,landing,2,RestockPlus,"@PART[restock-ladder-static-3]:AFTER[RestockPlus] //
{
	@TechRequired = landing2
}",Utility,
restock-sciencebox-stack-1,landing,4,RestockPlus,"@PART[restock-sciencebox-stack-1]:AFTER[RestockPlus] //
{
	@TechRequired = landing4
}",Science,
restock-heatshield-1875-1,landing,5,RestockPlus,"@PART[restock-heatshield-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = landing5
}",none,
restock-service-module-125-625-1,logistics,6,RestockPlus,"@PART[restock-service-module-125-625-1]:AFTER[RestockPlus] //
{
	@TechRequired = logistics6
}",none,
restock-service-module-1875-1,logistics,7,RestockPlus,"@PART[restock-service-module-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = logistics7
}",none,
restock-oretank-1875-1,logistics,10,RestockPlus,"@PART[restock-oretank-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = logistics10
}",FuelTank,
restock-oretank-375-1,logistics,12,RestockPlus,"@PART[restock-oretank-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = logistics12
}",FuelTank,
restock-engine-cherenkov,ntr,10,RestockPlus,"@PART[restock-engine-cherenkov]:AFTER[RestockPlus] //
{
	@TechRequired = ntr10
}",Engine,
restock-wheel-1-T,robotics,7,RestockPlus,"@PART[restock-wheel-1-T]:AFTER[RestockPlus] //
{
	@TechRequired = robotics7
}",Ground,
restock-wheel-4,robotics,,RestockPlus,"@PART[restock-wheel-4]:AFTER[RestockPlus] //
{
	@TechRequired = robotics
}",none,
restock-goocanister-625-1,science,5,RestockPlus,"@PART[restock-goocanister-625-1]:AFTER[RestockPlus] //
{
	@TechRequired = science5
}",Science,
restock-materialbay-radial-1,science,7,RestockPlus,"@PART[restock-materialbay-radial-1]:AFTER[RestockPlus] //
{
	@TechRequired = science7
}",Science,
restock-srb-mallet-1,solids,1,RestockPlus,"@PART[restock-srb-mallet-1]:AFTER[RestockPlus] //
{
	@TechRequired = solids1
}",none,
restock-srb-striker-1,solids,3,RestockPlus,"@PART[restock-srb-striker-1]:AFTER[RestockPlus] //
{
	@TechRequired = solids3
}",none,
restock-srb-anvil-1,solids,8,RestockPlus,"@PART[restock-srb-anvil-1]:AFTER[RestockPlus] //
{
	@TechRequired = solids8
}",none,
restock-srb-castor-1,solids,8,RestockPlus,"@PART[restock-srb-castor-1]:AFTER[RestockPlus] //
{
	@TechRequired = solids8
}",none,
restock-airlock-1,spaceStations,8,RestockPlus,"@PART[restock-airlock-1]:AFTER[RestockPlus] //
{
	@TechRequired = spaceStations8
}",none,
restock-docking-375-1,spaceStations,9,RestockPlus,"@PART[restock-docking-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = spaceStations9
}",Coupling,
restock-fuel-tank-0625-3,tanks,1,RestockPlus,"@PART[restock-fuel-tank-0625-3]:AFTER[RestockPlus] //
{
	@TechRequired = tanks1
}",FuelTank,
restock-fuel-tank-0625-5,tanks,1,RestockPlus,"@PART[restock-fuel-tank-0625-5]:AFTER[RestockPlus] //
{
	@TechRequired = tanks1
}",FuelTank,
restock-fuel-tank-0625-1,tanks,2,RestockPlus,"@PART[restock-fuel-tank-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks2
}",FuelTank,
restock-fuel-tank-0625-2,tanks,2,RestockPlus,"@PART[restock-fuel-tank-0625-2]:AFTER[RestockPlus] //
{
	@TechRequired = tanks2
}",FuelTank,
restock-fueltank-sphere-0625-1,tanks,3,RestockPlus,"@PART[restock-fueltank-sphere-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks3
}",FuelTank,
restock-fueltank-sphere-125-1,tanks,3,RestockPlus,"@PART[restock-fueltank-sphere-125-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks3
}",FuelTank,
restock-fuel-tank-probe-1,tanks,4,RestockPlus,"@PART[restock-fuel-tank-probe-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",FuelTank,
restock-fuel-tank-probe-2,tanks,4,RestockPlus,"@PART[restock-fuel-tank-probe-2]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",FuelTank,
restock-fueltank-1875-3,tanks,4,RestockPlus,"@PART[restock-fueltank-1875-3]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",none,
restock-fueltank-1875-4,tanks,4,RestockPlus,"@PART[restock-fueltank-1875-4]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",none,
restock-fueltank-adapter-1875-0625-1,tanks,4,RestockPlus,"@PART[restock-fueltank-adapter-1875-0625-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",none,
restock-fueltank-adapter-1875-125-1,tanks,4,RestockPlus,"@PART[restock-fueltank-adapter-1875-125-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",none,
restock-fueltank-adapter-1875-125-2,tanks,4,RestockPlus,"@PART[restock-fueltank-adapter-1875-125-2]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",none,
restock-fuel-tank-rcs-radial-tiny-1,tanks,4,RestockPlus,"@PART[restock-fuel-tank-rcs-radial-tiny-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks4
}",none,
restock-fueltank-sphere-1875-1,tanks,5,RestockPlus,"@PART[restock-fueltank-sphere-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks5
}",FuelTank,
restock-fuel-tank-rcs-1875-1,tanks,5,RestockPlus,"@PART[restock-fuel-tank-rcs-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks5
}",none,
restock-fueltank-1875-1,tanks,5,RestockPlus,"@PART[restock-fueltank-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks5
}",none,
restock-fueltank-1875-2,tanks,5,RestockPlus,"@PART[restock-fueltank-1875-2]:AFTER[RestockPlus] //
{
	@TechRequired = tanks5
}",none,
restock-fueltank-1875-soyuz-1,tanks,5,RestockPlus,"@PART[restock-fueltank-1875-soyuz-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks5
}",none,
restock-fueltank-adapter-25-1875-1,tanks,5,RestockPlus,"@PART[restock-fueltank-adapter-25-1875-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks5
}",none,
restock-fueltank-sphere-25-1,tanks,6,RestockPlus,"@PART[restock-fueltank-sphere-25-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks6
}",FuelTank,
restock-fuel-tank-375-4,tanks,7,RestockPlus,"@PART[restock-fuel-tank-375-4]:AFTER[RestockPlus] //
{
	@TechRequired = tanks7
}",FuelTank,
restock-nosecone-375-1,tanks,7,RestockPlus,"@PART[restock-nosecone-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks7
}",FuelTank,
restock-fuel-tank-rcs-375-1,tanks,8,RestockPlus,"@PART[restock-fuel-tank-rcs-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks8
}",FuelTank,
restock-fueltank-sphere-375-1,tanks,8,RestockPlus,"@PART[restock-fueltank-sphere-375-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks8
}",FuelTank,
restock-fueltank-5-1,tanks,8,RestockPlus,"@PART[restock-fueltank-5-1]:AFTER[RestockPlus] //
{
	@TechRequired = tanks8
}",none,
restock-fueltank-5-2,tanks,8,RestockPlus,"@PART[restock-fueltank-5-2]:AFTER[RestockPlus] //
{
	@TechRequired = tanks8
}",none,
restock-fueltank-5-3,tanks,8,RestockPlus,"@PART[restock-fueltank-5-3]:AFTER[RestockPlus] //
{
	@TechRequired = tanks8
}",none,
restock-fueltank-5-4,tanks,8,RestockPlus,"@PART[restock-fueltank-5-4]:AFTER[RestockPlus] //
{
	@TechRequired = tanks8
}",none,
